Sr. No,Security Symbol,Security Name,Industry,Equity,Market Capitalisation,Weightage,Beta,R2,Volatility,Monthly Return,Avg. Impact Cost,Market Capitalisation Type,Year,Month
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,"3,045,198,848"," 9,676 ",0.56%,0.87,0.42,1.71 ,(10.30),0.13,Total,2009,Feb
4,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,"18,982,316,190"," 121,202 ",7.04%,0.93,0.58,1.77 ,0.72 ,0.08,Total,2009,Feb
5,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,"4,895,200,000"," 68,721 ",3.99%,1.03,0.58,2.25 ,6.29 ,0.07,Total,2009,Feb
6,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,"3,615,421,240"," 13,843 ",0.80%,0.56,0.19,2.04 ,(2.31),0.08,Total,2009,Feb
7,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,"18,966,678,160"," 31,684 ",1.84%,1.02,0.38,2.06 ,1.46 ,0.11,Total,2009,Feb
8,CIPLA,Cipla Ltd.,PHARMACEUTICALS,"1,554,582,714"," 14,885 ",0.86%,0.5,0.31,1.24 ,(0.23),0.08,Total,2009,Feb
9,DLF,DLF Ltd.,CONSTRUCTION,"3,398,553,826"," 25,829 ",1.50%,1.61,0.59,4.91 ,(14.44),0.12,Total,2009,Feb
10,GAIL,GAIL (India) Ltd.,GAS,"12,684,774,000"," 25,826 ",1.50%,0.79,0.45,1.89 ,4.25 ,0.10,Total,2009,Feb
11,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,"916,745,340"," 12,588 ",0.73%,0.72,0.38,3.23 ,14.83 ,0.09,Total,2009,Feb
12,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,"1,339,498,112"," 6,711 ",0.39%,1.02,0.4,2.55 ,(13.70),0.12,Total,2009,Feb
13,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,"2,844,533,180"," 36,254 ",2.11%,1.24,0.61,3.24 ,(16.79),0.08,Total,2009,Feb
14,HDFCBANK,HDFC Bank Ltd.,BANKS,"4,253,550,650"," 37,835 ",2.20%,1.03,0.59,1.87 ,(3.90),0.08,Total,2009,Feb
15,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,"399,375,000"," 18,565 ",1.08%,0.34,0.15,1.30 ,6.03 ,0.06,Total,2009,Feb
16,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,"1,700,566,605"," 6,564 ",0.38%,1.16,0.53,2.31 ,(21.14),0.12,Total,2009,Feb
17,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,"2,179,465,931"," 55,249 ",3.21%,0.43,0.25,0.98 ,(3.11),0.07,Total,2009,Feb
18,ICICIBANK,ICICI Bank Ltd.,BANKS,"11,128,076,110"," 36,450 ",2.12%,1.62,0.76,3.61 ,(21.31),0.08,Total,2009,Feb
19,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,"31,000,952,090"," 14,570 ",0.85%,1.07,0.49,2.81 ,0.00 ,0.15,Total,2009,Feb
20,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,"2,863,207,515"," 70,506 ",4.10%,0.73,0.42,2.06 ,(5.77),0.07,Total,2009,Feb
21,ITC,I T C Ltd.,CIGARETTES,"3,773,052,670"," 69,066 ",4.01%,0.51,0.35,0.78 ,1.64 ,0.07,Total,2009,Feb
22,LT,Larsen & Toubro Ltd.,ENGINEERING,"1,171,154,648"," 35,940 ",2.09%,1.11,0.66,2.49 ,(11.08),0.07,Total,2009,Feb
23,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,"2,585,693,650"," 8,060 ",0.47%,0.93,0.37,4.18 ,3.13 ,0.11,Total,2009,Feb
24,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,"1,444,550,300"," 19,568 ",1.14%,0.69,0.35,2.65 ,19.18 ,0.08,Total,2009,Feb
25,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,"6,443,096,280"," 13,418 ",0.78%,0.95,0.31,2.79 ,4.62 ,0.14,Total,2009,Feb
26,NTPC,NTPC Ltd.,POWER,"82,454,644,000"," 152,541 ",8.86%,0.84,0.62,1.55 ,(2.45),0.09,Total,2009,Feb
27,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,"21,388,725,300"," 147,796 ",8.59%,0.85,0.55,2.48 ,5.50 ,0.10,Total,2009,Feb
28,PNB,Punjab National Bank,BANKS,"3,153,025,000"," 10,645 ",0.62%,0.9,0.52,2.83 ,(15.73),0.08,Total,2009,Feb
29,POWERGRID,Power Grid Corporation of India Ltd.,POWER,"42,088,412,300"," 40,784 ",2.37%,0.88,0.5,2.89 ,9.80 ,0.12,Total,2009,Feb
30,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,"2,101,848,765"," 6,802 ",0.40%,0.64,0.17,5.20 ,(25.04),0.10,Total,2009,Feb
31,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,"10,320,134,405"," 32,085 ",1.86%,1.45,0.59,2.93 ,(8.59),0.10,Total,2009,Feb
32,RELCAPITAL,Reliance Capital Ltd.,FINANCE,"2,456,328,000"," 8,660 ",0.50%,1.63,0.67,3.53 ,(16.25),0.08,Total,2009,Feb
33,RELIANCE,Reliance Industries Ltd.,REFINERIES,"15,737,980,330"," 199,251 ",11.58%,1.24,0.76,2.65 ,(4.35),0.07,Total,2009,Feb
34,RELINFRA,Reliance Infrastructure Ltd.,POWER,"2,277,702,620"," 11,185 ",0.65%,1.78,0.72,3.44 ,(15.76),0.08,Total,2009,Feb
35,RPL,Reliance Petroleum Ltd.,REFINERIES,"45,000,000,000"," 34,358 ",2.00%,1.04,0.64,2.02 ,(11.58),0.10,Total,2009,Feb
36,RPOWER,Reliance Power Ltd.,POWER,"23,968,000,000"," 23,956 ",1.39%,1.05,0.25,2.17 ,(6.06),0.10,Total,2009,Feb
37,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,"41,304,005,450"," 31,412 ",1.82%,1.25,0.55,3.34 ,(8.43),0.12,Total,2009,Feb
38,SBIN,State Bank of India,BANKS,"6,348,802,220"," 65,094 ",3.78%,1.08,0.62,2.06 ,(10.92),0.08,Total,2009,Feb
39,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,"674,320,400"," 7,345 ",0.43%,0.99,0.41,3.02 ,5.57 ,0.12,Total,2009,Feb
40,STER,Sterlite Industries (India) Ltd.,METALS,"1,416,971,700"," 17,347 ",1.01%,1.31,0.53,3.22 ,(11.14),0.10,Total,2009,Feb
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,"1,035,581,955"," 21,074 ",1.22%,0.26,0.07,1.73 ,(5.30),0.09,Total,2009,Feb
42,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,"2,996,590,800"," 6,091 ",0.35%,1.55,0.49,3.02 ,(13.97),0.12,Total,2009,Feb
43,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,"2,850,000,000"," 11,524 ",0.67%,1.03,0.45,2.56 ,(10.75),0.14,Total,2009,Feb
44,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,"4,499,331,670"," 6,718 ",0.39%,1.06,0.49,3.58 ,(0.23),0.09,Total,2009,Feb
45,TATAPOWER,Tata Power Co. Ltd.,POWER,"2,214,244,430"," 16,094 ",0.94%,1.01,0.5,1.78 ,(4.72),0.10,Total,2009,Feb
46,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,"7,307,674,270"," 12,628 ",0.73%,1.37,0.59,3.93 ,(6.39),0.08,Total,2009,Feb
47,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,"978,610,498"," 47,277 ",2.75%,0.87,0.44,2.16 ,(5.57),0.10,Total,2009,Feb
48,UNITECH,Unitech Ltd.,CONSTRUCTION,"3,246,750,000"," 4,586 ",0.27%,1.67,0.42,3.64 ,(12.13),0.14,Total,2009,Feb
49,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,"2,927,760,696"," 30,376 ",1.76%,1.0,0.52,2.29 ,(10.39),0.11,Total,2009,Feb
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,"434,007,111"," 4,637 ",0.27%,0.81,0.28,5.52 ,(3.17),0.12,Total,2009,Feb
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,"423,816,750"," 10,281 ",0.57%,0.89,0.55,2.99 ,6.91 ,0.13,Total,2009,Jan
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,"1,876,817,290"," 9,504 ",0.53%,0.69,0.38,2.99 ,5.47 ,0.09,Total,2009,Jan
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,"3,045,198,848"," 10,788 ",0.60%,0.86,0.42,4.13 ,1.14 ,0.17,Total,2009,Jan
4,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,"18,982,161,940"," 120,337 ",6.72%,0.92,0.58,3.52 ,(11.40),0.09,Total,2009,Jan
5,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,"4,895,200,000"," 64,656 ",3.61%,1.05,0.58,2.72 ,(3.07),0.08,Total,2009,Jan
6,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,"3,615,421,240"," 14,171 ",0.79%,0.61,0.21,2.64 ,4.21 ,0.10,Total,2009,Jan
7,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,"18,966,678,160"," 31,229 ",1.74%,1.01,0.37,4.17 ,(4.30),0.13,Total,2009,Jan
8,CIPLA,Cipla Ltd.,PHARMACEUTICALS,"1,554,582,714"," 14,920 ",0.83%,0.51,0.3,2.64 ,2.87 ,0.10,Total,2009,Jan
9,DLF,DLF Ltd.,CONSTRUCTION,"3,405,471,826"," 30,249 ",1.69%,1.59,0.62,5.88 ,(37.04),0.14,Total,2009,Jan
10,GAIL,GAIL (India) Ltd.,GAS,"12,684,774,000"," 24,773 ",1.38%,0.82,0.46,3.13 ,(5.31),0.13,Total,2009,Jan
11,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,"916,745,340"," 10,962 ",0.61%,0.71,0.4,3.30 ,(1.97),0.12,Total,2009,Jan
12,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,"1,339,324,096"," 7,775 ",0.43%,1.05,0.41,5.89 ,0.69 ,0.17,Total,2009,Jan
13,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,"2,844,484,360"," 43,566 ",2.43%,1.22,0.62,3.41 ,3.04 ,0.09,Total,2009,Jan
14,HDFCBANK,HDFC Bank Ltd.,BANKS,"4,253,231,530"," 39,368 ",2.20%,1.0,0.58,3.14 ,(7.29),0.10,Total,2009,Jan
15,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,"399,375,000"," 17,510 ",0.98%,0.36,0.17,1.83 ,9.11 ,0.08,Total,2009,Jan
16,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,"1,700,566,605"," 8,324 ",0.46%,1.18,0.55,4.05 ,(4.77),0.14,Total,2009,Jan
17,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,"2,179,465,931"," 57,026 ",3.18%,0.48,0.27,2.41 ,4.53 ,0.08,Total,2009,Jan
18,ICICIBANK,ICICI Bank Ltd.,BANKS,"11,128,045,450"," 46,320 ",2.59%,1.58,0.74,4.98 ,(7.11),0.12,Total,2009,Jan
19,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,"31,000,952,090"," 14,570 ",0.81%,1.06,0.5,3.49 ,(10.73),0.14,Total,2009,Jan
20,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,"2,863,207,515"," 74,824 ",4.18%,0.71,0.4,2.89 ,17.14 ,0.08,Total,2009,Jan
21,ITC,I T C Ltd.,CIGARETTES,"3,771,898,570"," 67,932 ",3.79%,0.54,0.36,1.69 ,4.89 ,0.10,Total,2009,Jan
22,LT,Larsen & Toubro Ltd.,ENGINEERING,"1,170,675,760"," 40,403 ",2.26%,1.11,0.66,3.72 ,(10.79),0.09,Total,2009,Jan
23,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,"2,585,693,650"," 7,815 ",0.44%,0.92,0.4,3.96 ,10.11 ,0.15,Total,2009,Jan
24,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,"1,444,550,300"," 16,419 ",0.92%,0.67,0.34,2.75 ,9.25 ,0.10,Total,2009,Jan
25,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,"6,443,096,280"," 12,825 ",0.72%,0.97,0.31,3.44 ,5.07 ,0.18,Total,2009,Jan
26,NTPC,NTPC Ltd.,POWER,"82,454,644,000"," 156,375 ",8.73%,0.87,0.64,3.26 ,5.01 ,0.11,Total,2009,Jan
27,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,"21,388,725,300"," 140,085 ",7.82%,0.85,0.56,3.08 ,(1.82),0.13,Total,2009,Jan
28,PNB,Punjab National Bank,BANKS,"3,153,025,000"," 12,631 ",0.71%,0.89,0.52,2.86 ,(23.94),0.11,Total,2009,Jan
29,POWERGRID,Power Grid Corporation of India Ltd.,POWER,"42,088,412,300"," 37,143 ",2.07%,0.9,0.52,3.97 ,6.13 ,0.14,Total,2009,Jan
30,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,"2,101,848,765"," 9,074 ",0.51%,0.65,0.19,4.41 ,(14.46),0.14,Total,2009,Jan
31,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,"10,320,134,405"," 35,099 ",1.96%,1.45,0.59,6.56 ,(25.15),0.14,Total,2009,Jan
32,RELCAPITAL,Reliance Capital Ltd.,FINANCE,"2,456,328,000"," 10,340 ",0.58%,1.64,0.67,5.75 ,(22.30),0.10,Total,2009,Jan
33,RELIANCE,Reliance Industries Ltd.,REFINERIES,"15,737,976,330"," 208,308 ",11.63%,1.23,0.74,5.27 ,7.37 ,0.10,Total,2009,Jan
34,RELINFRA,Reliance Infrastructure Ltd.,POWER,"2,308,702,620"," 13,457 ",0.75%,1.77,0.72,6.46 ,0.59 ,0.11,Total,2009,Jan
35,RPL,Reliance Petroleum Ltd.,REFINERIES,"45,000,000,000"," 38,858 ",2.17%,1.06,0.62,3.74 ,(0.97),0.12,Total,2009,Jan
36,RPOWER,Reliance Power Ltd.,POWER,"23,968,000,000"," 25,502 ",1.42%,1.05,0.25,3.32 ,(11.30),0.15,Total,2009,Jan
37,SAIL,Reliance Capital Ltd.,FINANCE,"41,304,005,450"," 34,303 ",1.92%,1.25,0.55,5.81 ,7.16 ,0.17,Total,2009,Jan
38,SBIN,State Bank of India,BANKS,"6,348,802,220"," 73,075 ",4.08%,1.07,0.62,3.22 ,(10.69),0.09,Total,2009,Jan
39,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,"674,320,400"," 6,957 ",0.39%,0.99,0.42,5.89 ,(28.09),0.16,Total,2009,Jan
40,STER,Sterlite Industries (India) Ltd.,METALS,"1,416,971,700"," 19,522 ",1.09%,1.3,0.53,5.73 ,5.94 ,0.13,Total,2009,Jan
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,"1,035,581,955"," 22,254 ",1.24%,0.26,0.07,2.87 ,0.97 ,0.10,Total,2009,Jan
42,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,"2,996,590,800"," 7,079 ",0.40%,1.53,0.49,6.60 ,(24.16),0.16,Total,2009,Jan
43,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,"2,850,000,000"," 12,912 ",0.72%,0.99,0.41,3.55 ,(9.71),0.17,Total,2009,Jan
44,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,"4,499,331,670"," 6,733 ",0.38%,1.04,0.5,3.63 ,(6.38),0.14,Total,2009,Jan
45,TATAPOWER,Tata Power Co. Ltd.,POWER,"2,213,877,340"," 16,889 ",0.94%,1.02,0.5,3.76 ,1.83 ,0.10,Total,2009,Jan
46,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,"7,307,674,270"," 13,490 ",0.75%,1.34,0.59,4.90 ,(15.01),0.12,Total,2009,Jan
47,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,"978,610,498"," 50,066 ",2.80%,0.83,0.41,2.74 ,7.05 ,0.12,Total,2009,Jan
48,UNITECH,Unitech Ltd.,CONSTRUCTION,"3,246,750,000"," 5,219 ",0.29%,1.7,0.44,7.25 ,(20.91),0.18,Total,2009,Jan
49,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,"2,927,450,876"," 33,893 ",1.89%,0.98,0.5,3.62 ,(0.79),0.15,Total,2009,Jan
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,"434,007,111"," 4,789 ",0.27%,0.74,0.28,7.30 ,(21.09),0.16,Total,2009,Jan
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,"423,816,750"," 7,110 ",0.56%,0.87,0.5,2.99 ,(9.99),0.11,Free,2009,Jul
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,"1,876,948,930"," 8,892 ",0.71%,0.73,0.42,2.84 ,15.02 ,0.11,Free,2009,Jul
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,"3,045,618,098"," 8,845 ",0.70%,0.86,0.41,2.80 ,24.00 ,0.13,Free,2009,Jul
4,AXISBANK,Axis Bank Ltd.,BANKS,"3,597,637,330"," 19,005 ",1.51%,1.26,0.62,3.63 ,10.20 ,0.10,Free,2009,Jul
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,"37,966,502,620"," 51,141 ",4.06%,0.99,0.64,2.42 ,2.25 ,0.11,Free,2009,Jul
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,"4,895,200,000"," 35,241 ",2.80%,0.99,0.66,2.73 ,1.19 ,0.08,Free,2009,Jul
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,"3,615,421,240"," 6,125 ",0.49%,0.43,0.16,2.20 ,10.21 ,0.12,Free,2009,Jul
8,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,"18,966,678,160"," 10,122 ",0.80%,1.1,0.53,2.89 ,1.10 ,0.09,Free,2009,Jul
9,CIPLA,Cipla Ltd.,PHARMACEUTICALS,"1,554,582,714"," 12,960 ",1.03%,0.51,0.3,2.13 ,8.57 ,0.12,Free,2009,Jul
10,DLF,DLF Ltd.,CONSTRUCTION,"3,394,388,226"," 14,359 ",1.14%,1.56,0.55,5.10 ,27.48 ,0.10,Free,2009,Jul
11,GAIL,GAIL (India) Ltd.,GAS,"12,684,774,000"," 14,912 ",1.18%,0.74,0.44,3.17 ,15.12 ,0.11,Free,2009,Jul
12,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,"916,745,340"," 18,819 ",1.49%,0.8,0.44,2.73 ,18.71 ,0.10,Free,2009,Jul
13,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,"1,340,243,400"," 5,135 ",0.41%,1.09,0.44,4.39 ,29.60 ,0.12,Free,2009,Jul
14,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,"2,845,364,620"," 63,696 ",5.05%,1.18,0.62,3.95 ,8.16 ,0.12,Free,2009,Jul
15,HDFCBANK,HDFC Bank Ltd.,BANKS,"4,261,832,660"," 51,507 ",4.09%,0.9,0.61,2.17 ,0.40 ,0.11,Free,2009,Jul
16,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,"399,375,000"," 14,437 ",1.15%,0.45,0.23,3.02 ,14.86 ,0.09,Free,2009,Jul
17,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,"1,700,566,605"," 10,899 ",0.86%,1.19,0.55,4.02 ,16.02 ,0.12,Free,2009,Jul
18,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,"2,180,540,060"," 30,466 ",2.42%,0.41,0.26,2.83 ,8.97 ,0.09,Free,2009,Jul
19,ICICIBANK,ICICI Bank Ltd.,BANKS,"11,128,839,380"," 84,412 ",6.70%,1.56,0.72,3.96 ,5.03 ,0.10,Free,2009,Jul
20,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,"31,000,952,090"," 12,452 ",0.99%,1.15,0.56,3.61 ,10.73 ,0.12,Free,2009,Jul
21,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,"2,864,150,215"," 98,747 ",7.83%,0.68,0.42,2.17 ,16.20 ,0.08,Free,2009,Jul
22,ITC,I T C Ltd.,CIGARETTES,"3,774,399,560"," 63,988 ",5.08%,0.5,0.35,2.46 ,30.64 ,0.11,Free,2009,Jul
23,LT,Larsen & Toubro Ltd.,ENGINEERING,"1,172,498,964"," 88,310 ",7.01%,1.18,0.71,3.20 ,(3.92),0.11,Free,2009,Jul
24,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,"2,788,212,650"," 16,958 ",1.35%,1.1,0.48,3.19 ,24.27 ,0.10,Free,2009,Jul
25,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,"1,444,550,300"," 18,712 ",1.48%,0.67,0.4,2.56 ,32.32 ,0.10,Free,2009,Jul
26,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,"6,443,096,280"," 2,556 ",0.20%,0.99,0.4,3.08 ,0.83 ,0.16,Free,2009,Jul
27,NTPC,NTPC Ltd.,POWER,"82,454,644,000"," 18,667 ",1.48%,0.74,0.56,1.93 ,10.54 ,0.07,Free,2009,Jul
28,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,"21,388,725,300"," 39,263 ",3.11%,0.89,0.59,3.06 ,9.06 ,0.10,Free,2009,Jul
29,PNB,Punjab National Bank,BANKS,"3,153,025,000"," 9,185 ",0.73%,0.87,0.5,3.34 ,1.84 ,0.09,Free,2009,Jul
30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,"42,088,412,300"," 6,738 ",0.53%,0.79,0.5,2.67 ,7.31 ,0.10,Free,2009,Jul
31,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,"2,101,848,765"," 4,247 ",0.34%,0.77,0.24,2.26 ,14.38 ,0.11,Free,2009,Jul
32,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,"10,320,134,405"," 18,590 ",1.47%,1.52,0.67,3.36 ,(4.73),0.11,Free,2009,Jul
33,RELCAPITAL,Reliance Capital Ltd.,FINANCE,"2,456,328,000"," 10,116 ",0.80%,1.56,0.64,4.23 ,(1.58),0.09,Free,2009,Jul
34,RELIANCE,Reliance Industries Ltd.,REFINERIES,"15,738,214,610"," 139,162 ",11.04%,1.23,0.76,2.95 ,(3.36),0.09,Free,2009,Jul
35,RELINFRA,Reliance Infrastructure Ltd.,POWER,"2,252,702,620"," 16,959 ",1.35%,1.67,0.71,5.40 ,0.74 ,0.12,Free,2009,Jul
36,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,"154,709,819"," 18,751 ",1.49%,1.13,0.5,3.34 ,17.98 ,0.10,Free,2009,Jul
37,RPOWER,Reliance Power Ltd.,POWER,"23,968,000,000"," 6,136 ",0.49%,1.03,0.61,3.76 ,0.42 ,0.11,Free,2009,Jul
38,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,"41,304,005,450"," 10,268 ",0.81%,1.31,0.61,4.04 ,15.98 ,0.11,Free,2009,Jul
39,SBIN,State Bank of India,BANKS,"6,348,802,220"," 46,681 ",3.70%,1.08,0.66,3.22 ,3.80 ,0.09,Free,2009,Jul
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,"674,320,400"," 7,279 ",0.58%,0.98,0.44,3.51 ,2.10 ,0.13,Free,2009,Jul
41,STER,Sterlite Industries (India) Ltd.,METALS,"1,416,971,700"," 17,729 ",1.41%,1.43,0.59,3.82 ,6.23 ,0.11,Free,2009,Jul
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,"1,035,581,955"," 8,829 ",0.70%,0.41,0.14,2.47 ,7.72 ,0.10,Free,2009,Jul
43,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,"2,996,590,800"," 5,709 ",0.45%,1.64,0.52,4.95 ,(3.81),0.11,Free,2009,Jul
44,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,"2,850,000,000"," 3,426 ",0.27%,0.9,0.42,1.88 ,6.37 ,0.10,Free,2009,Jul
45,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,"4,499,331,670"," 9,971 ",0.79%,1.2,0.46,4.45 ,44.99 ,0.12,Free,2009,Jul
46,TATAPOWER,Tata Power Co. Ltd.,POWER,"2,217,364,760"," 19,259 ",1.53%,0.91,0.53,2.89 ,13.13 ,0.12,Free,2009,Jul
47,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,"7,307,674,270"," 22,315 ",1.77%,1.46,0.61,4.74 ,18.35 ,0.09,Free,2009,Jul
48,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,"1,957,220,996"," 24,486 ",1.94%,0.89,0.46,4.04 ,34.91 ,0.10,Free,2009,Jul
49,UNITECH,Unitech Ltd.,CONSTRUCTION,"4,777,602,094"," 12,125 ",0.96%,1.7,0.42,5.09 ,13.12 ,0.12,Free,2009,Jul
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,"2,930,971,424"," 14,850 ",1.18%,0.92,0.5,2.19 ,29.69 ,0.10,Free,2009,Jul
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,"423,816,750","7,900",0.68%,0.87,0.49,3.15,19.58,0.13,Free,2009,Jun
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,"1,876,948,930","7,731",0.66%,0.71,0.4,3.81,-2.14,0.11,Free,2009,Jun
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,"3,045,618,098","7,133",0.61%,0.85,0.42,3.54,-4.48,0.15,Free,2009,Jun
4,AXISBANK,Axis Bank Ltd.,BANKS,"3,597,637,330","17,245",1.48%,1.3,0.62,3.58,6.84,0.1,Free,2009,Jun
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,"18,983,251,310","50,016",4.30%,1.0,0.64,1.54,-2.28,0.09,Free,2009,Jun
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,"4,895,200,000","34,826",2.99%,1.03,0.66,2.7,1.19,0.09,Free,2009,Jun
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,"3,615,421,240","5,557",0.48%,0.49,0.18,2.33,-7.45,0.12,Free,2009,Jun
